"","SRR5364316","SRR5364317","SRR5364318","SRR5364321","SRR5364323","SRR5364330"
"ENSMUSG00000041278",1813.05630266581,1822.05394966988,1916.25014404485,1545.57524716835,1801.58783430537,1601.63070769345
"ENSMUSG00000041297",3190.416904691,3184.86506173291,3145.13860789479,3310.18411219887,3112.36788993376,3076.07825404213
"ENSMUSG00000041298",2740.66650402971,2399.57046471145,2310.92220670869,2344.58520528531,2800.83720406692,2289.29690420586
"ENSMUSG00000041301",19.0742357423313,12.7863435064553,18.3568401238996,29.8214784882781,8.81690620377834,13.1568787598038
"ENSMUSG00000041303",1630.34520239716,1558.86837916201,1630.69929767308,1568.19843774566,1543.93824190607,1622.68171370914
"ENSMUSG00000041308",1052.09468726122,981.351864120445,847.474119053363,897.729335181614,996.310401026953,917.473012183653
"ENSMUSG00000041309",321.250286186633,274.906385388789,343.680840097453,368.141010303571,281.161342276043,397.337738546075
"ENSMUSG00000041313",1615.28659523216,1419.28412921654,1211.55144817737,1679.25773694339,1475.36230476558,1468.30766959411
"ENSMUSG00000041319",193.754078856313,203.515967477747,267.194006247871,158.362334041201,232.17853003283,192.967555143789
"ENSMUSG00000041323",156.609514515983,129.994492315629,144.815072088541,125.455875019653,169.480530361517,157.005419866992
"ENSMUSG00000041324",194.757986000646,155.56717932854,141.755598734558,105.917664975609,206.707467666359,119.289034088888
"ENSMUSG00000041328",4141.11697037456,4096.95756519339,4286.32216893054,3607.37057023723,3739.34788664688,3644.45541646566
"ENSMUSG00000041329",53475.121857198,49614.2093909232,46363.2592062623,52546.4734231905,54252.3831843379,54572.1017199143
"ENSMUSG00000041341",3924.27302719858,3679.27034398252,3800.88573009853,3790.41274854459,3569.86735628536,3595.33640242906
"ENSMUSG00000041343",285.109628990637,253.59581287803,341.641191194797,227.260232617568,286.059623500364,251.73494693758
"ENSMUSG00000041346",386.504250568292,355.886560929673,425.266796203673,432.925601502244,382.065935497062,405.231865801958
"ENSMUSG00000041347",8.03125715466582,9.58975762984149,10.1982445132775,8.22661475538707,8.81690620377834,13.1568787598038
"ENSMUSG00000041351",4912.11765722248,5449.11339100104,5762.0081500018,6272.79375098264,5810.34118828993,5787.27240381237
"ENSMUSG00000041353",998.887608611561,908.895917583865,935.179021867549,856.596261404679,946.347932538876,862.214121392477
"ENSMUSG00000041354",1404.46609492218,1669.68335621796,1673.53192462884,1711.13586912051,1584.10414794551,1420.94290605881
"ENSMUSG00000041355",1682.54837390249,1805.00549166128,1748.9989340271,1308.03174610654,1618.39211651576,1526.19793613724
"ENSMUSG00000041358",3.01172143299968,5.32764312768971,1.01982445132775,9.25494159981045,8.81690620377834,15.7882545117646
"ENSMUSG00000041360",1468.71615215951,1375.59745556948,1305.37529769952,1101.33805037744,1236.3261810187,1056.05880178692
"ENSMUSG00000041361",55.2148929383275,77.7835896642698,60.1696426283374,102.832684442338,48.982812243213,94.7295270705875
"ENSMUSG00000041362",1171.55963743688,1220.03027624094,1213.59109708003,1029.35517126781,1216.73305612141,1097.28368856764
"ENSMUSG00000041372",45.1758214949952,56.473017153511,57.1101692743542,86.3794549315642,70.5352496302267,95.6066523212411
"ENSMUSG00000041375",1349.25120198386,1364.9421693141,1424.69475850487,1550.71688139046,1609.57521031198,1467.43054434345
"ENSMUSG00000041377",47.1836357836617,50.0798454002833,57.1101692743542,21.5948637328911,59.7590309367199,27.1908827702612
"ENSMUSG00000041378",837.258558373911,818.32598441314,1035.12181809767,796.953304428122,904.222714009712,767.48459432189
"ENSMUSG00000041380",1025.99310150856,941.927304975541,1892.79418166431,1147.6127583765,1342.12905546404,1807.75514159704
"ENSMUSG00000041390",245.957250361641,193.926209847906,246.797517221316,186.127158840632,323.286560805206,353.481476013396
"ENSMUSG00000041396",163.636864526316,169.419051460533,191.726996849618,205.665368884677,176.338124075567,204.370183402286
"ENSMUSG00000041406",219.855664608977,233.350768992809,247.817341672644,249.883423194882,219.442998849594,201.738807650325
"ENSMUSG00000041408",4268.61317770488,3954.17672937131,3868.19414388617,3877.82053032058,3967.60779170025,3697.08293150487
"ENSMUSG00000041415",3153.27234035067,3080.44325643019,2653.58322235481,3543.61430588298,2995.78879679491,3230.45229815716
"ENSMUSG00000041417",7668.84667556152,7326.57482919889,5618.21290236459,7323.74378598334,7153.44989999883,7335.39847121596
"ENSMUSG00000041420",830.231208363579,884.388759196493,907.6437616817,1023.18521020127,866.016120460006,991.151533238555
"ENSMUSG00000041423",1020.97356578689,1104.95318468285,1015.74515352244,910.069257314694,980.635901109125,921.858638436921
"ENSMUSG00000041426",1117.34865164288,1148.6398583299,1047.3597115136,920.352525758928,1039.41527580098,1029.74504426731
"ENSMUSG00000041429",114.445414453988,131.060020941167,140.73577428323,133.68248977504,118.538405628576,122.797535091502
"ENSMUSG00000041431",9.03516429899904,17.0484580086071,9.17842006194978,9.25494159981045,8.81690620377834,11.4026282584966
"ENSMUSG00000041438",816.176508342914,849.22631455374,896.425692717095,709.545522652135,787.643620870865,820.989234611758
"ENSMUSG00000041439",3114.11996172167,3104.95041481757,3082.9293163638,2815.55890003122,3089.83579630188,2669.96926298952
"ENSMUSG00000041440",128.500114474653,100.159690800567,121.359109708003,131.625836086193,103.843561955612,124.55178559281
"ENSMUSG00000041444",4121.0388274879,3932.86615686055,3832.5002880897,4521.55313492962,3916.66566696731,4089.15791854703
"ENSMUSG00000041445",152.593885938651,126.797906439015,156.033141053146,120.314240797536,126.37565558749,137.708664352613
"ENSMUSG00000041453",1460.68489500485,1448.05340210606,1690.86894030141,1513.69711499122,1466.5453985618,1763.02175381371
"ENSMUSG00000041459",10959.6542946858,11101.7427494798,11666.7917231895,9903.81583864161,10506.8132261692,9698.37389647672
"ENSMUSG00000041460",140.547000206652,160.894822456229,110.141040743397,123.399221330806,98.9452807312903,99.1151533238555
"ENSMUSG00000041468",346.347964794963,379.328190691508,334.502420035503,332.149570748753,301.734123418192,326.290593243135
"ENSMUSG00000041471",254.99241466064,232.285240367272,251.896639477955,244.741788972765,239.03612374688,272.785952953266
"ENSMUSG00000041476",361.406571959962,426.211450215177,342.661015646125,405.160776702813,379.126966762469,376.286732530389
"ENSMUSG00000041477",678.641229569262,688.331492097511,696.540100256855,681.780697852703,668.125558997426,677.14069350457
"ENSMUSG00000041479",25.0976786083307,19.179515259683,21.4163134778828,30.8498053327015,32.3286560805206,33.3307595248363
"ENSMUSG00000041481",4.01562857733291,5.32764312768971,9.17842006194978,8.22661475538707,7.83724995891408,8.77125250653588
"ENSMUSG00000041482",61.2383358043269,83.1112327919595,58.1299937256819,44.2180543102055,42.1252185291632,57.0131412924832
"ENSMUSG00000041483",2903.29946141169,2690.45977948331,2642.36515339021,2225.2992913322,2474.61167452712,2215.61838315096
"ENSMUSG00000041488",1963.64237431579,2138.51595145465,2042.70837600949,2711.69788874446,2184.6334260473,2177.90199737286
"ENSMUSG00000041491",580.258329424605,581.778629543717,526.22941688512,687.950658919244,629.918965447719,689.42044701372
"ENSMUSG00000041498",9.03516429899904,7.4587003787656,13.2577178672608,10.2832684442338,14.6948436729639,6.13987675457512
"ENSMUSG00000041506",575.238793702939,599.892616177862,502.773454504582,589.231281854599,535.87196594075,513.995396883003
"ENSMUSG00000041515",77.3008501136585,70.3248892855042,101.982445132775,80.2094938650239,70.5352496302267,84.2040240627445
"ENSMUSG00000041528",4401.12892075687,4414.4850956037,4461.73197455892,4923.62893109916,4849.29841207809,4576.83955791042
